date,boi_policy_rate_pct,cpi_total_index,dem_col1,dem_col2,eur_ils,gbp_ils,gdp_growth_annual_terms_pct,house_price_index,mortgage_volume_total,real_wage_avg_monthly,unemployment_25_64_pct,usd_ils
1956-07-01,,4.7211414453,,,,,,,,,,
1956-08-01,,6.9264437172,,,,,,,,,,
1956-09-01,,8.7865731835,,,,,,,,,,
1956-10-01,,8.8234902811,,,,,,,,,,
1956-11-01,,5.0847025548,,,,,,,,,,
1956-12-01,,4.6024844062,,,,,,,,,,
1957-01-01,,6.7227226162,,,,,,,,,,
1957-02-01,,8.3681775545,,,,,,,,,,
1957-03-01,,6.9670987658,,,,,,,,,,
1957-04-01,,7.7235662477,,,,,,,,,,
1957-05-01,,8.4336997008,,,,,,,,,,
1957-06-01,,3.6144608957,,,,,,,,,,
1957-07-01,,8.196693655,,,,,,,,,,
1957-08-01,,8.9068306897,,,,,,,,,,
1957-09-01,,3.0769399396,,,,,,,,,,
1957-10-01,,3.4749067791,,,,,,,,,,
1957-11-01,,7.6612815704,,,,,,,,,,
1957-12-01,,5.2000754884,,,,,,,,,,
1958-01-01,,5.1180562481,,,,,,,,,,
1958-02-01,,3.8609939482,,,,,,,,,,
1958-03-01,,2.682022551,,,,,,,,,,
1958-04-01,,2.6415373899,,,,,,,,,,
1958-05-01,,2.2222639204,,,,,,,,,,
1958-06-01,,3.4883749472,,,,,,,,,,
1958-07-01,,3.7878669754,,,,,,,,,,
1958-08-01,,1.8587903208,,,,,,,,,,
1958-09-01,,4.4776948225,,,,,,,,,,
1958-10-01,,4.4776948225,,,,,,,,,,
1958-11-01,,2.2472323192,,,,,,,,,,
1958-12-01,,4.1824838697,,,,,,,,,,
1959-01-01,,3.1085784765,,,,,,,,,,
1959-02-01,,3.1608028429,,,,,,,,,,
1959-03-01,,3.6483914303,,,,,,,,,,
1959-04-01,,1.6180329358,,,,,,,,,,
1959-05-01,,4.0355055654,,,,,,,,,,
1959-06-01,,2.3868171226,,,,,,,,,,
1959-07-01,,-1.535035513,,,,,,,,,,
1959-08-01,,-1.635576121,,,,,,,,,,
1959-09-01,,-1.580284777,,,,,,,,,,
1959-10-01,,0.1895346564,,,,,,,,,,
1959-11-01,,2.9601096774,,,,,,,,,,
1959-12-01,,2.0819995332,,,,,,,,,,
1960-01-01,,1.200100756,,,,,,,,,,
1960-02-01,,0.5951735714,,,,,,,,,,
1960-03-01,,1.4866879755,,,,,,,,,,
1960-04-01,,0.7968793855,,,,,,,,,,
1960-05-01,,-1.054682718,,,,,,,,,,
1960-06-01,,1.5106429556,,,,,,,,,,
1960-07-01,,3.3673341244,,,,,,,,,,
1960-08-01,,3.6772955782,,,,,,,,,,
1960-09-01,,3.9959921729,,,,,,,,,,
1960-10-01,,4.2197783839,,,,,,,,,,
1960-11-01,,3.6239206476,,,,,,,,,,
1960-12-01,,3.4448874608,,,,,,,,,,
1961-01-01,,6.2252409503,,,,,,,,,,
1961-02-01,,5.1282531608,,,,,,,,,,
1961-03-01,,4.2968339572,,,,,,,,,,
1961-04-01,,5.4347295528,,,,,,,,,,
1961-05-01,,10.755824101,,,,,,,,,,
1961-06-01,,9.5237878624,,,,,,,,,,
1961-07-01,,6.6140139691,,,,,,,,,,
1961-08-01,,5.5172211754,,,,,,,,,,
1961-09-01,,6.3400474786,,,,,,,,,,
1961-10-01,,5.6497051084,,,,,,,,,,
1961-11-01,,6.8998364909,,,,,,,,,,
1961-12-01,,9.0390378971,,,,,,,,,,
1962-01-01,,6.9767456219,,,,,,,,,,
1962-02-01,,8.4427732114,,,,,,,,,,
1962-03-01,,10.6741587,,,,,,,,,,
1962-04-01,,12.746015101,,,,,,,,,,
1962-05-01,,4.1994740242,,,,,,,,,,
1962-06-01,,6.4311617755,,,,,,,,,,
1962-07-01,,9.7222242139,,,,,,,,,,
1962-08-01,,11.951447525,,,,,,,,,,
1962-09-01,,10.840110892,,,,,,,,,,
1962-10-01,,10.516934459,,,,,,,,,,
1962-11-01,,10.433244899,,,,,,,,,,
1962-12-01,,10.20942306,,,,,,,,,,
1963-01-01,,9.8260869231,,,,,,,,,,
1963-02-01,,9.256059403,,,,,,,,,,
1963-03-01,,6.8527942891,,,,,,,,,,
1963-04-01,,3.8237755917,,,,,,,,,,
1963-05-01,,8.3123434934,,,,,,,,,,
1963-06-01,,8.8510598476,,,,,,,,,,
1963-07-01,,8.0168744664,,,,,,,,,,
1963-08-01,,5.0041664982,,,,,,,,,,
1963-09-01,,4.6454750313,,,,,,,,,,
1963-10-01,,4.3548387888,,,,,,,,,,
1963-11-01,,5.6044802009,,,,,,,,,,
1963-12-01,,4.988122725,,,,,,,,,,
1964-01-01,,5.7798885148,,,,,,,,,,
1964-02-01,,5.7798885148,,,,,,,,,,
1964-03-01,,5.6215336051,,,,,,,,,,
1964-04-01,,5.8446750563,,,,,,,,,,
1964-05-01,,5.9689909551,,,,,,,,,,
1964-06-01,,3.9093050229,,,,,,,,,,
1964-07-01,,5.2343778593,,,,,,,,,,
1964-08-01,,5.9571101774,,,,,,,,,,
1964-09-01,,4.6728982429,,,,,,,,,,
1964-10-01,,5.0231850422,,,,,,,,,,
1964-11-01,,3.9423831283,,,,,,,,,,
1964-12-01,,4.4494721531,,,,,,,,,,
1965-01-01,,4.5538184681,,,,,,,,,,
1965-02-01,,5.0579334593,,,,,,,,,,
1965-03-01,,7.3359073519,,,,,,,,,,
1965-04-01,,9.2272318911,,,,,,,,,,
1965-05-01,,7.799416073,,,,,,,,,,
1965-06-01,,10.374945548,,,,,,,,,,
1965-07-01,,8.0999984971,,,,,,,,,,
1965-08-01,,7.9417547928,,,,,,,,,,
1965-09-01,,8.5417424063,,,,,,,,,,
1965-10-01,,8.4339952682,,,,,,,,,,
1965-11-01,,8.0743963434,,,,,,,,,,
1965-12-01,,7.0792065882,,,,,,,,,,
1966-01-01,,7.5216936028,,,,,,,,,,
1966-02-01,,8.1573885462,,,,,,,,,,
1966-03-01,,7.8080891913,,,,,,,,,,
1966-04-01,,8.8619396446,,,,,,,,,,
1966-05-01,,7.1297994316,,,,,,,,,,
1966-06-01,,7.2543603837,,,,,,,,,,
1966-07-01,,8.3256255253,,,,,,,,,,
1966-08-01,,8.325537081,,,,,,,,,,
1966-09-01,,8.4949227152,,,,,,,,,,
1966-10-01,,8.3180980857,,,,,,,,,,
1966-11-01,,7.181816872,,,,,,,,,,
1966-12-01,,7.811077892,,,,,,,,,,
1967-01-01,,6.3677150324,,,,,,,,,,
1967-02-01,,4.2590975028,,,,,,,,,,
1967-03-01,,2.9668429938,,,,,,,,,,
1967-04-01,,2.6563836732,,,,,,,,,,
1967-05-01,,2.4744024523,,,,,,,,,,
1967-06-01,,1.7123297905,,,,,,,,,,
1967-07-01,,0.6831736607,,,,,,,,,,
1967-08-01,,0.8635583789,,,,,,,,,,
1967-09-01,,-0.680851456,,,,,,,,,,
1967-10-01,,-0.759492399,,,,,,,,,,
1967-11-01,,0.1696353875,,,,,,,,,,
1967-12-01,,0.1684920987,,,,,,,,,,
1968-01-01,,1.1804391434,,,,,,,,,,
1968-02-01,,2.0425508746,,,,,,,,,,
1968-03-01,,2.3728827597,,,,,,,,,,
1968-04-01,,1.7529208435,,,,,,,,,,
1968-05-01,,1.3322239445,,,,,,,,,,
1968-06-01,,1.3468021382,,,,,,,,,,
1968-07-01,,2.4597148605,,,,,,,,,,
1968-08-01,,2.4828764384,,,,,,,,,,
1968-09-01,,2.9991430839,,,,,,,,,,
1968-10-01,,2.8911581787,,,,,,,,,,
1968-11-01,,2.2015254717,,,,,,,,,,
1968-12-01,,1.9344015501,,,,,,,,,,
1969-01-01,,1.4999974507,,,,,,,,,,
1969-02-01,,1.3344461709,,,,,,,,,,
1969-03-01,,1.9867527157,,,,,,,,,,
1969-04-01,,1.7227228752,,,,,,,,,,
1969-05-01,,1.3147090754,,,,,,,,,,
1969-06-01,,3.4053158837,,,,,,,,,,
1969-07-01,,3.1456937828,,,,,,,,,,
1969-08-01,,2.0885542587,,,,,,,,,,
1969-09-01,,2.3294488518,,,,,,,,,,
1969-10-01,,2.8925619554,,,,,,,,,,
1969-11-01,,3.8939525642,,,,,,,,,,
1969-12-01,,3.8778849403,,,,,,,,,,
1970-01-01,,3.0486123157,1.7145216e+18,9959.3,,,,,,,,
1970-02-01,,3.7101592002,,,,,,,,,,
1970-03-01,,3.2828143283,,,,,,,,,,
1970-04-01,,3.414269177,,,,,,,,,,
1970-05-01,,5.3051487405,,,,,,,,,,
1970-06-01,,4.0915116017,,,,,,,,,,
1970-07-01,,3.6109939471,,,,,,,,,,
1970-08-01,,6.151876755,,,,,,,,,,
1970-09-01,,9.6839379963,,,,,,,,,,
1970-10-01,,10.547567636,,,,,,,,,,
1970-11-01,,9.7541653827,,,,,,,,,,
1970-12-01,,10.104044749,,,,,,,,,,
1971-01-01,,12.413791795,,,,,,,,,,
1971-02-01,,11.874383743,,,,,,,,,,
1971-03-01,,12.24489651,,,,,,,,,,
1971-04-01,,12.246864122,,,,,,,,,,
1971-05-01,,11.428572332,,,,,,,,,,
1971-06-01,,11.83206044,,,,,,,,,,
1971-07-01,,11.685824053,,,,,,,,,,
1971-08-01,,11.725452589,,,,,,,,,,
1971-09-01,,10.907422451,,,,,,,,,,
1971-10-01,,11.051212833,,,,,,,,,,
1971-11-01,,12.848160168,,,,,,,,,,
1971-12-01,,13.380909524,,,,,,,,,,
1972-01-01,,12.971078402,,,,,,,,,,
1972-02-01,,12.456142702,,,,,,,,,,
1972-03-01,,13.246754725,,,,,,,,,,
1972-04-01,,13.659793337,,,,,,,,,,
1972-05-01,,14.273503914,,,,,,,,,,
1972-06-01,,12.457338754,,,,,,,,,,
1972-07-01,,13.807892033,,,,,,,,,,
1972-08-01,,13.73720021,,,,,,,,,,
1972-09-01,,11.735539399,,,,,,,,,,
1972-10-01,,11.974110345,,,,,,,,,,
1972-11-01,,12.1019097,,,,,,,,,,
1972-12-01,,12.352478596,,,,,,,,,,
1973-01-01,,12.912513973,,,,,,,,,,
1973-02-01,,14.621414859,,,,,,,,,,
1973-03-01,,15.096138492,,,,,,,,,,
1973-04-01,,18.176502679,,,,,,,,,,
1973-05-01,,18.58502657,,,,,,,,,,
1973-06-01,,20.674001513,,,,,,,,,,
1973-07-01,,21.89084702,,,,,,,,,,
1973-08-01,,22.0926195,,,,,,,,,,
1973-09-01,,22.374466222,,,,,,,,,,
1973-10-01,,21.71328955,,,,,,,,,,
1973-11-01,,24.89591018,,,,,,,,,,
1973-12-01,,26.438986463,,,,,,,,,,
1974-01-01,,28.45360995,,,,,,,,,,
1974-02-01,,37.508508831,,,,,,,,,,
1974-03-01,,37.807308706,,,,,,,,,,
1974-04-01,,36.276392912,,,,,,,,,,
1974-05-01,,37.981072975,,,,,,,,,,
1974-06-01,,37.98742016,,,,,,,,,,
1974-07-01,,37.538651223,,,,,,,,,,
1974-08-01,,37.369390135,,,,,,,,,,
1974-09-01,,37.787182281,,,,,,,,,,
1974-10-01,,38.7173389,,,,,,,,,,
1974-11-01,,48.350398751,,,,,,,,,,
1974-12-01,,56.17728344,,,,,,,,,,
1975-01-01,,53.772069785,,,,,,,,4953.5205078125,,
1975-02-01,,44.405942033,,,,,,,,4776.94189453125,,
1975-03-01,,44.069431199,,,,,,,,4872.544921875,,
1975-04-01,,42.676057065,,,,,,,,4865.3974609375,,
1975-05-01,,40.923640249,,,,,,,,4669.6640625,,
1975-06-01,,39.972652933,,,,,,,,4705.0224609375,,
1975-07-01,,38.714029508,,,,,,,,5047.1953125,,
1975-08-01,,38.076062882,,,,,,,,5370.67431640625,,
1975-09-01,,38.218516486,,,,,,,,5554.380859375,,
1975-10-01,,43.364726979,,,,,,,,5045.3505859375,,
1975-11-01,,32.476992607,,,,,,,,5363.15966796875,,
1975-12-01,,23.518979216,,,,,,,,5359.630859375,,
1976-01-01,,22.790535641,,,,,,,,5133.8779296875,,
1976-02-01,,21.837503802,,,,,,,,5184.89111328125,,
1976-03-01,,23.226237466,,,,,,,,5072.27587890625,,
1976-04-01,,28.101348179,,,,,,,,4970.67529296875,,
1976-05-01,,29.007138794,,,,,,,,4964.15673828125,,
1976-06-01,,29.729730197,,,,,,,,4883.9345703125,,
1976-07-01,,35.721231243,,,,,,,,4824.8935546875,,
1976-08-01,,37.329877038,,,,,,,,4967.3671875,,
1976-09-01,,37.619048005,,,,,,,,5071.33544921875,,
1976-10-01,,33.771274731,,,,,,,,5106.36376953125,,
1976-11-01,,35.455861662,,,,,,,,5231.39697265625,,
1976-12-01,,38.024123794,,,,,,,,5353.0263671875,,
1977-01-01,,35.862624213,,,,,,,,5253.5947265625,,
1977-02-01,,36.179628538,,,,,,,,5310.7109375,,
1977-03-01,,34.014123355,,,,,,,,5766.3251953125,,
1977-04-01,,29.813717353,,,,,,,,5732.35302734375,,
1977-05-01,,30.103017936,,,,,,,,5770.5830078125,,
1977-06-01,,32.93815191,,,,,,,,6202.89208984375,,
1977-07-01,,28.358824985,,,,,,,,5770.47265625,,
1977-08-01,,31.762529498,,,,,,,,5631.93310546875,,
1977-09-01,,33.746713135,,,,,,,,5633.66845703125,,
1977-10-01,,34.098928379,,,,,,,,5532.2734375,,
1977-11-01,,43.56854664,,,,,,,,5296.50927734375,,
1977-12-01,,42.542488223,,,,,,,,5319.3642578125,,
1978-01-01,,46.14065196,,,,,,,,5381.5537109375,,
1978-02-01,,47.068819234,,,,,,,,5396.978515625,,
1978-03-01,,49.583332977,,,,,,,,5361.41845703125,,
1978-04-01,,54.109031594,,,,,,,,5481.06884765625,,
1978-05-01,,53.33863258,,,,,,,,5700.20654296875,,
1978-06-01,,52.717391441,,,,,,,,5990.79150390625,,
1978-07-01,,54.093343737,,,,,,,,5736.1767578125,,
1978-08-01,,51.84094265,,,,,,,,5631.55078125,,
1978-09-01,,50.638297902,,,,,,,,5651.08447265625,,
1978-10-01,,53.730322159,,,,,,,,5783.74853515625,,
1978-11-01,,46.022032121,,,,,,,,5838.72705078125,,
1978-12-01,,48.139256097,,,,,,,,6482.7060546875,,
1979-01-01,,51.995305259,,,,,,,,6049.05224609375,,
1979-02-01,,53.264008929,,,,,,,,6301.34912109375,,
1979-03-01,,56.100279078,,,,,,,,6497.294921875,,
1979-04-01,,60.770855198,,,,,,,,6318.68017578125,,
1979-05-01,,65.370658034,,,,,,,,6143.51025390625,,
1979-06-01,,67.92069188,,,,,,,,6114.38330078125,,
1979-07-01,,73.038729204,,,,,,,,6622.95458984375,,
1979-08-01,,83.171677975,,,,,,,,6264.45263671875,,
1979-09-01,,92.043314138,,,,,,,,6189.458984375,,
1979-10-01,,95.814781639,,,,,,,,6289.2587890625,,
1979-11-01,,102.26320212,,,,,,,,6259.54150390625,,
1979-12-01,,111.38573698,,,,,,,,5794.19091796875,,
1980-01-01,,116.177606,,,,,,,,5896.43505859375,,
1980-02-01,,121.44741845,,,,,,,,5695.8349609375,,
1980-03-01,,120.378301,,,,,,,,5833.76611328125,,
1980-04-01,,123.48111664,,,,,,,,5837.3203125,,
1980-05-01,,133.51097188,,,,,,,,5577.7880859375,,
1980-06-01,,135.93702666,,,,,,,,5564.48291015625,,
1980-07-01,,133.40028664,,,,,,,,6503.57421875,,
1980-08-01,,133.12152487,,,,,,,,6631.6845703125,,
1980-09-01,,131.55185106,,,,,,,,6315.1357421875,,
1980-10-01,,138.38108249,,,,,,,,6259.0693359375,,
1980-11-01,,137.60878567,,,,,,,,6103.1328125,,
1980-12-01,,132.94997144,,,,,,,,6145.173828125,,
1981-01-01,,132.90975772,,,,,,,,6313.0869140625,,
1981-02-01,,134.18898138,,,,,,,,6337.501953125,,
1981-03-01,,133.49226447,,,,,,,,6297.00048828125,,
1981-04-01,,134.44969884,,,,,,,,6479.583984375,,
1981-05-01,,121.35342565,,,,,,,,6760.6962890625,,
1981-06-01,,117.36744094,,,,,,,,6772.0390625,,
1981-07-01,,120.87940343,,,,,,,,6832.71044921875,,
1981-08-01,,112.01156931,,,,,,,,6999.51513671875,,
1981-09-01,,113.73293801,,,,,,,,6842.01025390625,,
1981-10-01,,109.91115348,,,,,,,,6729.65625,,
1981-11-01,,103.05599833,,,,,,,,6797.54443359375,,
1981-12-01,,101.48637649,,,,,,,,6667.63623046875,,
1982-01-01,,103.39308586,,,,,,,,6737.09619140625,,
1982-02-01,,103.762136,,,,,,,,6666.00341796875,,
1982-03-01,,104.28488707,,,,,,,,6672.697265625,,
1982-04-01,,104.29094712,,,,,,,,6669.6708984375,,
1982-05-01,,109.97468349,,,,,,,,6404.49560546875,,
1982-06-01,,116.70773781,,,,,,,,6344.00390625,,
1982-07-01,,123.14126391,,,,,,,,6464.77783203125,,
1982-08-01,,131.6636851,,,,,,,,6433.42041015625,,
1982-09-01,,130.47973534,,,,,,,,6501.3310546875,,
1982-10-01,,129.17298934,,,,,,,,7011.42578125,,
1982-11-01,,130.6561492,,,,,,,,6780.06640625,,
1982-12-01,,131.50357991,,,,,,,,6788.96435546875,,
1983-01-01,,131.85395025,,,,,,,,7836.349609375,,
1983-02-01,,132.66825488,,,,,,,,7431.6005859375,,
1983-03-01,,133.95691612,,,,,,,,7193.529296875,,
1983-04-01,,139.47233607,,,,,,,,6938.94140625,,
1983-05-01,,137.88280687,,,,,,,,6915.40576171875,,
1983-06-01,,132.43120311,,,,,,,,6851.10546875,,
1983-07-01,,126.1349438,,,,,,,,7402.419921875,,
1983-08-01,,124.65250967,,,,,,,,7290.1435546875,,
1983-09-01,,127.57940067,,,,,,,,6897.7177734375,,
1983-10-01,,154.17977158,,,,,,,,6785.2060546875,,
1983-11-01,,174.91061713,,,,,,,,6187.21240234375,,
1983-12-01,,190.69219442,,,,,,,,6480.017578125,,
1984-01-01,,207.94189519,,,,,,,,6496.474609375,,
1984-02-01,,225.07359528,,,,,,,,6685.1884765625,,
1984-03-01,,240.52580568,,,,,,,,6284.7724609375,,
1984-04-01,,262.57353726,,,,,,,,6965.37060546875,,
1984-05-01,,292.73188038,,,,,,,,7130.30224609375,,
1984-06-01,,329.71624266,,,,,,,,7145.57421875,,
1984-07-01,,354.37885625,,,,,,,,7279.0341796875,,
1984-08-01,,393.84721147,,,,,,,,7356.63720703125,,
1984-09-01,,449.94875029,,,,,,,,7363.955078125,,
1984-10-01,,464.80625202,,,,,,,,7135.7158203125,,
1984-11-01,,486.22561493,,,,,,,,6832.91943359375,,
1984-12-01,,444.8779005,,,,,,,,7296.7421875,,
1985-01-01,,399.05215361,,,,,,,,7409.05322265625,,
1985-02-01,,405.94535004,,,,,,,,6937.9013671875,,
1985-03-01,,412.32788986,,,,,,,,7047.07763671875,,
1985-04-01,,407.12452431,,,,,,,,6679.67041015625,,
1985-05-01,,373.89205791,,,,,,,,7092.87255859375,,
1985-06-01,,380.45176127,,,,,,,,6494.8935546875,,
1985-07-01,,445.18554548,,,,,,,,5675.23828125,,
1985-08-01,,386.34916216,,,,,,,,5944.33056640625,,
1985-09-01,,312.90322581,,,,,,,,5569.22509765625,,
1985-10-01,,247.53130549,,,,,,,,5685.52978515625,,
1985-11-01,,192.0693713,,,,,,,,5892.5087890625,,
1985-12-01,,185.17499163,,,,,,,,6016.0009765625,,
1986-01-01,,167.29696702,,,,,,,,6419.224609375,,
1986-02-01,,139.32251621,,,,,,,,6608.81396484375,,
1986-03-01,,116.84287036,,,,,,,,6734.1669921875,,
1986-04-01,,87.668528213,,,,,,,,6724.103515625,,
1986-05-01,,78.52746914,,,,,,,,6647.583984375,,
1986-06-01,,57.903143764,,,,,,,,6991.27294921875,,
1986-07-01,,23.857112766,,,,,,,,6940.85546875,,
1986-08-01,,20.49198569,,,,,,,,6754.126953125,,
1986-09-01,,19.201087962,,,,,,,,6859.5576171875,,
1986-10-01,,16.58856448,,,,,,,,7103.3037109375,,
1986-11-01,,19.392811536,,,,,,,,7284.59326171875,,
1986-12-01,,19.635028799,,,,,,,,7272.306640625,,
1987-01-01,,23.866171004,,,,,,,,6926.9345703125,,
1987-02-01,,23.043160206,,,,,,,,7182.1123046875,,
1987-03-01,,22.766570607,,,,,,,,6760.10595703125,,
1987-04-01,,21.478382145,,,,,,,,7453.23486328125,,
1987-05-01,,20.315717226,,,,,,,,7552.72265625,,
1987-06-01,,19.513841997,,,,,,,,7487.17822265625,,
1987-07-01,,19.783929776,,,,,,,,7400.2314453125,,
1987-08-01,,19.973279892,,,,,,,,7352.05322265625,,
1987-09-01,,18.80733945,,,,,,,,7569.751953125,,
1987-10-01,,17.861715748,,,,,,,,7739.8974609375,,
1987-11-01,,16.365899193,,,,,,,,7720.70751953125,,
1987-12-01,,16.12507664,,,,,,,,7773.97412109375,,
1988-01-01,,15.519307724,,,,,,,,7830.27197265625,,
1988-02-01,,15.370417161,,,,,,,,7791.29052734375,,
1988-03-01,,15.756333136,,,,,,,,7533.36962890625,,
1988-04-01,,16.288772484,,,,,,,,7697.619140625,,
1988-05-01,,16.976968055,,,,,,,,7782.36572265625,,
1988-06-01,,16.154378531,,,,,,,,7882.81787109375,,
1988-07-01,,15.992554491,,,,,,,,7785.56396484375,,
1988-08-01,,15.461395696,,,,,,,,7948.8857421875,,
1988-09-01,,16.337286266,,,,,,,,7714.3291015625,,
1988-10-01,,17.268151368,,,,,,,,7773.85595703125,,
1988-11-01,,17.348395721,,,,,,,,8235.5009765625,,
1988-12-01,,16.423838439,,,,,,,,8180.8046875,,
1989-01-01,,19.926199261,,,,,,,,7708.70703125,,
1989-02-01,,20.951509608,,,,,,,,7670.70751953125,,
1989-03-01,,19.531953197,,,,,,,,7398.669921875,,
1989-04-01,,19.368974585,,,,,,,,7566.77880859375,,
1989-05-01,,18.961038961,,,,,,,,7763.7275390625,,
1989-06-01,,20.120898101,,,,,,,,7862.70703125,,
1989-07-01,,20.707506471,,,,,,,,7753.9677734375,,
1989-08-01,,21.232876712,,,,,,,,7823.56396484375,,
1989-09-01,,21.043771045,,,,,,,,8043.76904296875,,
1989-10-01,,20.394736842,,,,,,,,7834.1904296875,,
1989-11-01,,19.98381877,,,,,,,,7638.9423828125,,
1989-12-01,,20.692431562,,,,,,,,7523.50146484375,,
1990-01-01,,16.538461539,,,,,,,,7706.42529296875,,
1990-02-01,,15.204236006,,,,,,,,7703.37353515625,,
1990-03-01,,16.114457829,,,,,,,,7661.4892578125,,
1990-04-01,,16.079295153,,,,,,,,7779.826171875,,
1990-05-01,,16.885007278,,,,,,,,7649.57177734375,,
1990-06-01,,16.319194824,,,,,,,,7582.173828125,,
1990-07-01,,17.512508935,,,,,,,,7702.55908203125,,
1990-08-01,,17.937853108,,,,,,,,7416.43603515625,,
1990-09-01,,18.567454797,,,,,,,,7607.75439453125,,
1990-10-01,,18.442622951,,,,,,,,7534.26025390625,,
1990-11-01,,18.408631153,,,,,,,,7680.02587890625,,
1990-12-01,,17.61174116,,,,,,,,7670.501953125,,
1991-01-01,,17.887788778,,,,,,,,7474.10791015625,,
1991-02-01,,17.990807617,,,,,,,,7349.44287109375,,
1991-03-01,,17.963683529,,,,,,,,7639.2978515625,,
1991-04-01,,17.583807717,,,,,,,,7692.056640625,,
1991-05-01,,17.932752178,,,,,,,,7597.51611328125,,
1991-06-01,,19.34487021,,,,,,,,7520.48779296875,,
1991-07-01,,20.985401459,,,,,,,,7448.37890625,,
1991-08-01,,21.556886226,,,,,,,,7598.58740234375,,
1991-09-01,,20.938416423,,,,,,,,7411.515625,,
1991-10-01,,19.434832756,,,,,,,,7417.93017578125,,
1991-11-01,,18.109339408,,,,,,,,7407.8447265625,,
1991-12-01,,18.037436187,,,,,,,,7490.0234375,,
1992-01-01,,16.517357223,,,,,,,,7549.14111328125,,
1992-02-01,,16.972732332,,,,,,,,7469.2138671875,,
1992-03-01,,17.262231995,,,,,,,,7432.71875,,
1992-04-01,,16.783216783,,,,,,,,7513.65478515625,,
1992-05-01,,14.202745512,,,,,,,,7532.11962890625,,
1992-06-01,,12.169860176,,,,,,,,7526.7177734375,,
1992-07-01,,9.6530920059,,,,,,,,7665.2509765625,,
1992-08-01,,8.2758620693,,,,,,,,7623.74267578125,,
1992-09-01,,8.0019398637,,,,,,,,7746.2861328125,,
1992-10-01,,8.063737325,,,,,,,,7695.34521484375,,
1992-11-01,,8.5824493739,,,,,,,,7679.5869140625,,
1992-12-01,,9.3704949551,,,,,,,,7783.9921875,,
1993-01-01,,10.764055743,,,,,,,,7598.1416015625,,
1993-02-01,,10.989533777,,,,,,,,7575.2353515625,,
1993-03-01,,10.782934834,,,,,,,,7569.9892578125,,
1993-04-01,,10.36388761,,,,,,,,7464.64990234375,,
1993-05-01,,11.095700416,,,,,,,,7569.95654296875,,
1993-06-01,,11.218836565,,,,,,,,7467.4111328125,,
1993-07-01,,10.591471802,,,,,,,,7531.80712890625,,
1993-08-01,,10.782529572,,,,,,,,7595.0595703125,,
1993-09-01,,10.417602157,,,,,,,,7638.18408203125,,
1993-10-01,,11.438784628,,,,,,,,7606.345703125,,
1993-11-01,,11.589698045,,,,,,,,7676.7529296875,,
1993-12-01,,11.247803163,,,,,,,,7696.15966796875,,
1994-01-01,10.5,10.599262473,,,,,,64.1417599633862,,7638.64599609375,,
1994-02-01,10.5,9.8945135014,,,,,,,,7666.06298828125,,
1994-03-01,10.5,9.6263224709,,,,,,,,7596.048828125,,
1994-04-01,10.5,10.238355592,,,,,,65.6131388399221,,7717.9296875,,
1994-05-01,11.5,11.226966292,,,,,,,,7656.857421875,,
1994-06-01,12.0,12.457409713,,,,,,,,7812.0166015625,,
1994-07-01,12.5,13.522014925,,,,,,66.3453846765766,,7640.69287109375,,
1994-08-01,12.5,13.642833676,,,,,,,,7934.27587890625,,
1994-09-01,15.5,13.813582756,,,,,,,,7691.14990234375,,
1994-10-01,15.5,13.769526866,,,,,,66.2663757689911,,7993.9501953125,,
1994-11-01,15.5,14.354436929,,,,,,,,7740.8583984375,,
1994-12-01,17.0,14.452488152,,,,,,,,7732.63232421875,,
1995-01-01,17.0,13.865147198,,,,,,66.7772644280461,,7611.5302734375,,
1995-02-01,16.3,13.408876298,,,,,,,,7709.78271484375,,
1995-03-01,14.8,12.14953271,,,,,,,,7745.46337890625,,
1995-04-01,14.0,10.99908341,,,,,8.5456950656,66.9344707965736,,7645.517578125,,
1995-05-01,14.0,10.778985507,,,,,,,,7832.91015625,,
1995-06-01,13.5,9.6514745308,,,,,,,,7862.8984375,,
1995-07-01,13.2,8.7533156499,,,,,4.8256717325,69.511313743588,,7907.4541015625,,
1995-08-01,13.2,8.9238845144,,,,,,,,7864.890625,,
1995-09-01,13.7,8.7370242215,,,,,,,,7809.13134765625,,
1995-10-01,14.2,8.361774744,,,,,2.5887433496,71.1932466931653,,7776.625,,
1995-11-01,14.2,7.750631845,,,,,,,,7843.12744140625,,
1995-12-01,13.7,8.1035923141,,,,,,,,7781.150390625,,
1996-01-01,13.7,8.8407005838,,,,,4.7804161724,73.502927031791,,7824.78662109375,,
1996-02-01,14.0,9.6586178185,,,,,,,,7856.26171875,,
1996-03-01,14.0,10.833333333,,,,,,,,7831.18017578125,,
1996-04-01,14.8,11.643270025,,,,,7.6676581573,75.7433137567771,,7805.96240234375,,
1996-05-01,15.5,12.42845462,,,,,,,,7817.76611328125,,
1996-06-01,17.0,12.876935615,,,,,,,,7842.1318359375,,
1996-07-01,17.0,12.926829268,,,,,5.5542984969,73.2706512929334,,7760.037109375,,
1996-08-01,15.8,11.967871486,,,,,,,,8078.57177734375,,
1996-09-01,15.5,11.376292761,,,,,,,,7934.9833984375,,
1996-10-01,15.2,11.102362205,,,,,6.4299935936,73.6940672788634,,7995.43017578125,,
1996-11-01,15.2,11.024237686,,,,,,,,7939.07958984375,,
1996-12-01,14.7,10.587326121,,,,,,,,8034.12109375,,
1997-01-01,14.2,10.114942529,,,,,4.7724267674,74.4560119509773,,8048.14599609375,,
