date,series_id,series_name,value,source_file,sheet
1952-09-01,cpi_total_index,CPI Index — Total,68.999813179,Consumer Price Index - Total.xlsx,PRI
1952-10-01,cpi_total_index,CPI Index — Total,67.961326222,Consumer Price Index - Total.xlsx,PRI
1952-11-01,cpi_total_index,CPI Index — Total,66.666867711,Consumer Price Index - Total.xlsx,PRI
1952-12-01,cpi_total_index,CPI Index — Total,66.35485532,Consumer Price Index - Total.xlsx,PRI
1953-01-01,cpi_total_index,CPI Index — Total,60.177209373,Consumer Price Index - Total.xlsx,PRI
1953-02-01,cpi_total_index,CPI Index — Total,51.66674143,Consumer Price Index - Total.xlsx,PRI
1953-03-01,cpi_total_index,CPI Index — Total,39.394055701,Consumer Price Index - Total.xlsx,PRI
1953-04-01,cpi_total_index,CPI Index — Total,29.860940084,Consumer Price Index - Total.xlsx,PRI
1953-05-01,cpi_total_index,CPI Index — Total,27.333465621,Consumer Price Index - Total.xlsx,PRI
1953-06-01,cpi_total_index,CPI Index — Total,25.477640206,Consumer Price Index - Total.xlsx,PRI
1953-07-01,cpi_total_index,CPI Index — Total,23.456746688,Consumer Price Index - Total.xlsx,PRI
1953-08-01,cpi_total_index,CPI Index — Total,21.818195775,Consumer Price Index - Total.xlsx,PRI
1953-09-01,cpi_total_index,CPI Index — Total,21.301806191,Consumer Price Index - Total.xlsx,PRI
1953-10-01,cpi_total_index,CPI Index — Total,19.653227858,Consumer Price Index - Total.xlsx,PRI
1953-11-01,cpi_total_index,CPI Index — Total,18.857218335,Consumer Price Index - Total.xlsx,PRI
1953-12-01,cpi_total_index,CPI Index — Total,19.101189555,Consumer Price Index - Total.xlsx,PRI
1954-01-01,cpi_total_index,CPI Index — Total,18.231931115,Consumer Price Index - Total.xlsx,PRI
1954-02-01,cpi_total_index,CPI Index — Total,18.681364566,Consumer Price Index - Total.xlsx,PRI
1954-03-01,cpi_total_index,CPI Index — Total,17.934853689,Consumer Price Index - Total.xlsx,PRI
1954-04-01,cpi_total_index,CPI Index — Total,16.042914763,Consumer Price Index - Total.xlsx,PRI
1954-05-01,cpi_total_index,CPI Index — Total,14.136130862,Consumer Price Index - Total.xlsx,PRI
1954-06-01,cpi_total_index,CPI Index — Total,8.6294718131,Consumer Price Index - Total.xlsx,PRI
1954-07-01,cpi_total_index,CPI Index — Total,8.5000205819,Consumer Price Index - Total.xlsx,PRI
1954-08-01,cpi_total_index,CPI Index — Total,10.447714169,Consumer Price Index - Total.xlsx,PRI
1954-09-01,cpi_total_index,CPI Index — Total,10.731806021,Consumer Price Index - Total.xlsx,PRI
1954-10-01,cpi_total_index,CPI Index — Total,9.6618017558,Consumer Price Index - Total.xlsx,PRI
1954-11-01,cpi_total_index,CPI Index — Total,9.6153524121,Consumer Price Index - Total.xlsx,PRI
1954-12-01,cpi_total_index,CPI Index — Total,7.547209265,Consumer Price Index - Total.xlsx,PRI
1955-01-01,cpi_total_index,CPI Index — Total,6.5421293657,Consumer Price Index - Total.xlsx,PRI
1955-02-01,cpi_total_index,CPI Index — Total,5.5555066905,Consumer Price Index - Total.xlsx,PRI
1955-03-01,cpi_total_index,CPI Index — Total,5.5299061738,Consumer Price Index - Total.xlsx,PRI
1955-04-01,cpi_total_index,CPI Index — Total,5.9907195283,Consumer Price Index - Total.xlsx,PRI
1955-05-01,cpi_total_index,CPI Index — Total,5.504540516,Consumer Price Index - Total.xlsx,PRI
1955-06-01,cpi_total_index,CPI Index — Total,8.4112246332,Consumer Price Index - Total.xlsx,PRI
1955-07-01,cpi_total_index,CPI Index — Total,7.3731595921,Consumer Price Index - Total.xlsx,PRI
1955-08-01,cpi_total_index,CPI Index — Total,4.0540579091,Consumer Price Index - Total.xlsx,PRI
1955-09-01,cpi_total_index,CPI Index — Total,5.286298754,Consumer Price Index - Total.xlsx,PRI
1955-10-01,cpi_total_index,CPI Index — Total,4.8457854821,Consumer Price Index - Total.xlsx,PRI
1955-11-01,cpi_total_index,CPI Index — Total,3.5087889853,Consumer Price Index - Total.xlsx,PRI
1955-12-01,cpi_total_index,CPI Index — Total,4.8245327749,Consumer Price Index - Total.xlsx,PRI
1956-01-01,cpi_total_index,CPI Index — Total,4.3859515117,Consumer Price Index - Total.xlsx,PRI
1956-02-01,cpi_total_index,CPI Index — Total,4.8245327749,Consumer Price Index - Total.xlsx,PRI
1956-03-01,cpi_total_index,CPI Index — Total,6.5502684572,Consumer Price Index - Total.xlsx,PRI
1956-04-01,cpi_total_index,CPI Index — Total,6.9565576535,Consumer Price Index - Total.xlsx,PRI
1956-05-01,cpi_total_index,CPI Index — Total,8.2608605866,Consumer Price Index - Total.xlsx,PRI
1956-06-01,cpi_total_index,CPI Index — Total,7.3276091504,Consumer Price Index - Total.xlsx,PRI
1956-07-01,cpi_total_index,CPI Index — Total,4.7211414453,Consumer Price Index - Total.xlsx,PRI
1956-08-01,cpi_total_index,CPI Index — Total,6.9264437172,Consumer Price Index - Total.xlsx,PRI
1956-09-01,cpi_total_index,CPI Index — Total,8.7865731835,Consumer Price Index - Total.xlsx,PRI
1956-10-01,cpi_total_index,CPI Index — Total,8.8234902811,Consumer Price Index - Total.xlsx,PRI
1956-11-01,cpi_total_index,CPI Index — Total,5.0847025548,Consumer Price Index - Total.xlsx,PRI
1956-12-01,cpi_total_index,CPI Index — Total,4.6024844062,Consumer Price Index - Total.xlsx,PRI
1957-01-01,cpi_total_index,CPI Index — Total,6.7227226162,Consumer Price Index - Total.xlsx,PRI
1957-02-01,cpi_total_index,CPI Index — Total,8.3681775545,Consumer Price Index - Total.xlsx,PRI
1957-03-01,cpi_total_index,CPI Index — Total,6.9670987658,Consumer Price Index - Total.xlsx,PRI
1957-04-01,cpi_total_index,CPI Index — Total,7.7235662477,Consumer Price Index - Total.xlsx,PRI
1957-05-01,cpi_total_index,CPI Index — Total,8.4336997008,Consumer Price Index - Total.xlsx,PRI
1957-06-01,cpi_total_index,CPI Index — Total,3.6144608957,Consumer Price Index - Total.xlsx,PRI
1957-07-01,cpi_total_index,CPI Index — Total,8.196693655,Consumer Price Index - Total.xlsx,PRI
1957-08-01,cpi_total_index,CPI Index — Total,8.9068306897,Consumer Price Index - Total.xlsx,PRI
1957-09-01,cpi_total_index,CPI Index — Total,3.0769399396,Consumer Price Index - Total.xlsx,PRI
1957-10-01,cpi_total_index,CPI Index — Total,3.4749067791,Consumer Price Index - Total.xlsx,PRI
1957-11-01,cpi_total_index,CPI Index — Total,7.6612815704,Consumer Price Index - Total.xlsx,PRI
1957-12-01,cpi_total_index,CPI Index — Total,5.2000754884,Consumer Price Index - Total.xlsx,PRI
1958-01-01,cpi_total_index,CPI Index — Total,5.1180562481,Consumer Price Index - Total.xlsx,PRI
1958-02-01,cpi_total_index,CPI Index — Total,3.8609939482,Consumer Price Index - Total.xlsx,PRI
1958-03-01,cpi_total_index,CPI Index — Total,2.682022551,Consumer Price Index - Total.xlsx,PRI
1958-04-01,cpi_total_index,CPI Index — Total,2.6415373899,Consumer Price Index - Total.xlsx,PRI
1958-05-01,cpi_total_index,CPI Index — Total,2.2222639204,Consumer Price Index - Total.xlsx,PRI
1958-06-01,cpi_total_index,CPI Index — Total,3.4883749472,Consumer Price Index - Total.xlsx,PRI
1958-07-01,cpi_total_index,CPI Index — Total,3.7878669754,Consumer Price Index - Total.xlsx,PRI
1958-08-01,cpi_total_index,CPI Index — Total,1.8587903208,Consumer Price Index - Total.xlsx,PRI
1958-09-01,cpi_total_index,CPI Index — Total,4.4776948225,Consumer Price Index - Total.xlsx,PRI
1958-10-01,cpi_total_index,CPI Index — Total,4.4776948225,Consumer Price Index - Total.xlsx,PRI
1958-11-01,cpi_total_index,CPI Index — Total,2.2472323192,Consumer Price Index - Total.xlsx,PRI
1958-12-01,cpi_total_index,CPI Index — Total,4.1824838697,Consumer Price Index - Total.xlsx,PRI
1959-01-01,cpi_total_index,CPI Index — Total,3.1085784765,Consumer Price Index - Total.xlsx,PRI
1959-02-01,cpi_total_index,CPI Index — Total,3.1608028429,Consumer Price Index - Total.xlsx,PRI
1959-03-01,cpi_total_index,CPI Index — Total,3.6483914303,Consumer Price Index - Total.xlsx,PRI
1959-04-01,cpi_total_index,CPI Index — Total,1.6180329358,Consumer Price Index - Total.xlsx,PRI
1959-05-01,cpi_total_index,CPI Index — Total,4.0355055654,Consumer Price Index - Total.xlsx,PRI
1959-06-01,cpi_total_index,CPI Index — Total,2.3868171226,Consumer Price Index - Total.xlsx,PRI
1959-07-01,cpi_total_index,CPI Index — Total,-1.535035513,Consumer Price Index - Total.xlsx,PRI
1959-08-01,cpi_total_index,CPI Index — Total,-1.635576121,Consumer Price Index - Total.xlsx,PRI
1959-09-01,cpi_total_index,CPI Index — Total,-1.580284777,Consumer Price Index - Total.xlsx,PRI
1959-10-01,cpi_total_index,CPI Index — Total,0.1895346564,Consumer Price Index - Total.xlsx,PRI
1959-11-01,cpi_total_index,CPI Index — Total,2.9601096774,Consumer Price Index - Total.xlsx,PRI
1959-12-01,cpi_total_index,CPI Index — Total,2.0819995332,Consumer Price Index - Total.xlsx,PRI
1960-01-01,cpi_total_index,CPI Index — Total,1.200100756,Consumer Price Index - Total.xlsx,PRI
1960-02-01,cpi_total_index,CPI Index — Total,0.5951735714,Consumer Price Index - Total.xlsx,PRI
1960-03-01,cpi_total_index,CPI Index — Total,1.4866879755,Consumer Price Index - Total.xlsx,PRI
1960-04-01,cpi_total_index,CPI Index — Total,0.7968793855,Consumer Price Index - Total.xlsx,PRI
1960-05-01,cpi_total_index,CPI Index — Total,-1.054682718,Consumer Price Index - Total.xlsx,PRI
1960-06-01,cpi_total_index,CPI Index — Total,1.5106429556,Consumer Price Index - Total.xlsx,PRI
1960-07-01,cpi_total_index,CPI Index — Total,3.3673341244,Consumer Price Index - Total.xlsx,PRI
1960-08-01,cpi_total_index,CPI Index — Total,3.6772955782,Consumer Price Index - Total.xlsx,PRI
1960-09-01,cpi_total_index,CPI Index — Total,3.9959921729,Consumer Price Index - Total.xlsx,PRI
1960-10-01,cpi_total_index,CPI Index — Total,4.2197783839,Consumer Price Index - Total.xlsx,PRI
1960-11-01,cpi_total_index,CPI Index — Total,3.6239206476,Consumer Price Index - Total.xlsx,PRI
1960-12-01,cpi_total_index,CPI Index — Total,3.4448874608,Consumer Price Index - Total.xlsx,PRI
1961-01-01,cpi_total_index,CPI Index — Total,6.2252409503,Consumer Price Index - Total.xlsx,PRI
1961-02-01,cpi_total_index,CPI Index — Total,5.1282531608,Consumer Price Index - Total.xlsx,PRI
1961-03-01,cpi_total_index,CPI Index — Total,4.2968339572,Consumer Price Index - Total.xlsx,PRI
1961-04-01,cpi_total_index,CPI Index — Total,5.4347295528,Consumer Price Index - Total.xlsx,PRI
1961-05-01,cpi_total_index,CPI Index — Total,10.755824101,Consumer Price Index - Total.xlsx,PRI
1961-06-01,cpi_total_index,CPI Index — Total,9.5237878624,Consumer Price Index - Total.xlsx,PRI
1961-07-01,cpi_total_index,CPI Index — Total,6.6140139691,Consumer Price Index - Total.xlsx,PRI
1961-08-01,cpi_total_index,CPI Index — Total,5.5172211754,Consumer Price Index - Total.xlsx,PRI
1961-09-01,cpi_total_index,CPI Index — Total,6.3400474786,Consumer Price Index - Total.xlsx,PRI
1961-10-01,cpi_total_index,CPI Index — Total,5.6497051084,Consumer Price Index - Total.xlsx,PRI
1961-11-01,cpi_total_index,CPI Index — Total,6.8998364909,Consumer Price Index - Total.xlsx,PRI
1961-12-01,cpi_total_index,CPI Index — Total,9.0390378971,Consumer Price Index - Total.xlsx,PRI
1962-01-01,cpi_total_index,CPI Index — Total,6.9767456219,Consumer Price Index - Total.xlsx,PRI
1962-02-01,cpi_total_index,CPI Index — Total,8.4427732114,Consumer Price Index - Total.xlsx,PRI
1962-03-01,cpi_total_index,CPI Index — Total,10.6741587,Consumer Price Index - Total.xlsx,PRI
1962-04-01,cpi_total_index,CPI Index — Total,12.746015101,Consumer Price Index - Total.xlsx,PRI
1962-05-01,cpi_total_index,CPI Index — Total,4.1994740242,Consumer Price Index - Total.xlsx,PRI
1962-06-01,cpi_total_index,CPI Index — Total,6.4311617755,Consumer Price Index - Total.xlsx,PRI
1962-07-01,cpi_total_index,CPI Index — Total,9.7222242139,Consumer Price Index - Total.xlsx,PRI
1962-08-01,cpi_total_index,CPI Index — Total,11.951447525,Consumer Price Index - Total.xlsx,PRI
1962-09-01,cpi_total_index,CPI Index — Total,10.840110892,Consumer Price Index - Total.xlsx,PRI
1962-10-01,cpi_total_index,CPI Index — Total,10.516934459,Consumer Price Index - Total.xlsx,PRI
1962-11-01,cpi_total_index,CPI Index — Total,10.433244899,Consumer Price Index - Total.xlsx,PRI
1962-12-01,cpi_total_index,CPI Index — Total,10.20942306,Consumer Price Index - Total.xlsx,PRI
1963-01-01,cpi_total_index,CPI Index — Total,9.8260869231,Consumer Price Index - Total.xlsx,PRI
1963-02-01,cpi_total_index,CPI Index — Total,9.256059403,Consumer Price Index - Total.xlsx,PRI
1963-03-01,cpi_total_index,CPI Index — Total,6.8527942891,Consumer Price Index - Total.xlsx,PRI
1963-04-01,cpi_total_index,CPI Index — Total,3.8237755917,Consumer Price Index - Total.xlsx,PRI
1963-05-01,cpi_total_index,CPI Index — Total,8.3123434934,Consumer Price Index - Total.xlsx,PRI
1963-06-01,cpi_total_index,CPI Index — Total,8.8510598476,Consumer Price Index - Total.xlsx,PRI
1963-07-01,cpi_total_index,CPI Index — Total,8.0168744664,Consumer Price Index - Total.xlsx,PRI
1963-08-01,cpi_total_index,CPI Index — Total,5.0041664982,Consumer Price Index - Total.xlsx,PRI
1963-09-01,cpi_total_index,CPI Index — Total,4.6454750313,Consumer Price Index - Total.xlsx,PRI
1963-10-01,cpi_total_index,CPI Index — Total,4.3548387888,Consumer Price Index - Total.xlsx,PRI
1963-11-01,cpi_total_index,CPI Index — Total,5.6044802009,Consumer Price Index - Total.xlsx,PRI
1963-12-01,cpi_total_index,CPI Index — Total,4.988122725,Consumer Price Index - Total.xlsx,PRI
1964-01-01,cpi_total_index,CPI Index — Total,5.7798885148,Consumer Price Index - Total.xlsx,PRI
1964-02-01,cpi_total_index,CPI Index — Total,5.7798885148,Consumer Price Index - Total.xlsx,PRI
1964-03-01,cpi_total_index,CPI Index — Total,5.6215336051,Consumer Price Index - Total.xlsx,PRI
1964-04-01,cpi_total_index,CPI Index — Total,5.8446750563,Consumer Price Index - Total.xlsx,PRI
1964-05-01,cpi_total_index,CPI Index — Total,5.9689909551,Consumer Price Index - Total.xlsx,PRI
1964-06-01,cpi_total_index,CPI Index — Total,3.9093050229,Consumer Price Index - Total.xlsx,PRI
1964-07-01,cpi_total_index,CPI Index — Total,5.2343778593,Consumer Price Index - Total.xlsx,PRI
1964-08-01,cpi_total_index,CPI Index — Total,5.9571101774,Consumer Price Index - Total.xlsx,PRI
1964-09-01,cpi_total_index,CPI Index — Total,4.6728982429,Consumer Price Index - Total.xlsx,PRI
1964-10-01,cpi_total_index,CPI Index — Total,5.0231850422,Consumer Price Index - Total.xlsx,PRI
1964-11-01,cpi_total_index,CPI Index — Total,3.9423831283,Consumer Price Index - Total.xlsx,PRI
1964-12-01,cpi_total_index,CPI Index — Total,4.4494721531,Consumer Price Index - Total.xlsx,PRI
1965-01-01,cpi_total_index,CPI Index — Total,4.5538184681,Consumer Price Index - Total.xlsx,PRI
1965-02-01,cpi_total_index,CPI Index — Total,5.0579334593,Consumer Price Index - Total.xlsx,PRI
1965-03-01,cpi_total_index,CPI Index — Total,7.3359073519,Consumer Price Index - Total.xlsx,PRI
1965-04-01,cpi_total_index,CPI Index — Total,9.2272318911,Consumer Price Index - Total.xlsx,PRI
1965-05-01,cpi_total_index,CPI Index — Total,7.799416073,Consumer Price Index - Total.xlsx,PRI
1965-06-01,cpi_total_index,CPI Index — Total,10.374945548,Consumer Price Index - Total.xlsx,PRI
1965-07-01,cpi_total_index,CPI Index — Total,8.0999984971,Consumer Price Index - Total.xlsx,PRI
1965-08-01,cpi_total_index,CPI Index — Total,7.9417547928,Consumer Price Index - Total.xlsx,PRI
1965-09-01,cpi_total_index,CPI Index — Total,8.5417424063,Consumer Price Index - Total.xlsx,PRI
1965-10-01,cpi_total_index,CPI Index — Total,8.4339952682,Consumer Price Index - Total.xlsx,PRI
1965-11-01,cpi_total_index,CPI Index — Total,8.0743963434,Consumer Price Index - Total.xlsx,PRI
1965-12-01,cpi_total_index,CPI Index — Total,7.0792065882,Consumer Price Index - Total.xlsx,PRI
1966-01-01,cpi_total_index,CPI Index — Total,7.5216936028,Consumer Price Index - Total.xlsx,PRI
1966-02-01,cpi_total_index,CPI Index — Total,8.1573885462,Consumer Price Index - Total.xlsx,PRI
1966-03-01,cpi_total_index,CPI Index — Total,7.8080891913,Consumer Price Index - Total.xlsx,PRI
1966-04-01,cpi_total_index,CPI Index — Total,8.8619396446,Consumer Price Index - Total.xlsx,PRI
1966-05-01,cpi_total_index,CPI Index — Total,7.1297994316,Consumer Price Index - Total.xlsx,PRI
1966-06-01,cpi_total_index,CPI Index — Total,7.2543603837,Consumer Price Index - Total.xlsx,PRI
1966-07-01,cpi_total_index,CPI Index — Total,8.3256255253,Consumer Price Index - Total.xlsx,PRI
1966-08-01,cpi_total_index,CPI Index — Total,8.325537081,Consumer Price Index - Total.xlsx,PRI
1966-09-01,cpi_total_index,CPI Index — Total,8.4949227152,Consumer Price Index - Total.xlsx,PRI
1966-10-01,cpi_total_index,CPI Index — Total,8.3180980857,Consumer Price Index - Total.xlsx,PRI
1966-11-01,cpi_total_index,CPI Index — Total,7.181816872,Consumer Price Index - Total.xlsx,PRI
1966-12-01,cpi_total_index,CPI Index — Total,7.811077892,Consumer Price Index - Total.xlsx,PRI
1967-01-01,cpi_total_index,CPI Index — Total,6.3677150324,Consumer Price Index - Total.xlsx,PRI
1967-02-01,cpi_total_index,CPI Index — Total,4.2590975028,Consumer Price Index - Total.xlsx,PRI
1967-03-01,cpi_total_index,CPI Index — Total,2.9668429938,Consumer Price Index - Total.xlsx,PRI
1967-04-01,cpi_total_index,CPI Index — Total,2.6563836732,Consumer Price Index - Total.xlsx,PRI
1967-05-01,cpi_total_index,CPI Index — Total,2.4744024523,Consumer Price Index - Total.xlsx,PRI
1967-06-01,cpi_total_index,CPI Index — Total,1.7123297905,Consumer Price Index - Total.xlsx,PRI
1967-07-01,cpi_total_index,CPI Index — Total,0.6831736607,Consumer Price Index - Total.xlsx,PRI
1967-08-01,cpi_total_index,CPI Index — Total,0.8635583789,Consumer Price Index - Total.xlsx,PRI
1967-09-01,cpi_total_index,CPI Index — Total,-0.680851456,Consumer Price Index - Total.xlsx,PRI
1967-10-01,cpi_total_index,CPI Index — Total,-0.759492399,Consumer Price Index - Total.xlsx,PRI
1967-11-01,cpi_total_index,CPI Index — Total,0.1696353875,Consumer Price Index - Total.xlsx,PRI
1967-12-01,cpi_total_index,CPI Index — Total,0.1684920987,Consumer Price Index - Total.xlsx,PRI
1968-01-01,cpi_total_index,CPI Index — Total,1.1804391434,Consumer Price Index - Total.xlsx,PRI
1968-02-01,cpi_total_index,CPI Index — Total,2.0425508746,Consumer Price Index - Total.xlsx,PRI
1968-03-01,cpi_total_index,CPI Index — Total,2.3728827597,Consumer Price Index - Total.xlsx,PRI
1968-04-01,cpi_total_index,CPI Index — Total,1.7529208435,Consumer Price Index - Total.xlsx,PRI
1968-05-01,cpi_total_index,CPI Index — Total,1.3322239445,Consumer Price Index - Total.xlsx,PRI
1968-06-01,cpi_total_index,CPI Index — Total,1.3468021382,Consumer Price Index - Total.xlsx,PRI
1968-07-01,cpi_total_index,CPI Index — Total,2.4597148605,Consumer Price Index - Total.xlsx,PRI
1968-08-01,cpi_total_index,CPI Index — Total,2.4828764384,Consumer Price Index - Total.xlsx,PRI
1968-09-01,cpi_total_index,CPI Index — Total,2.9991430839,Consumer Price Index - Total.xlsx,PRI
1968-10-01,cpi_total_index,CPI Index — Total,2.8911581787,Consumer Price Index - Total.xlsx,PRI
1968-11-01,cpi_total_index,CPI Index — Total,2.2015254717,Consumer Price Index - Total.xlsx,PRI
1968-12-01,cpi_total_index,CPI Index — Total,1.9344015501,Consumer Price Index - Total.xlsx,PRI
1969-01-01,cpi_total_index,CPI Index — Total,1.4999974507,Consumer Price Index - Total.xlsx,PRI
1969-02-01,cpi_total_index,CPI Index — Total,1.3344461709,Consumer Price Index - Total.xlsx,PRI
1969-03-01,cpi_total_index,CPI Index — Total,1.9867527157,Consumer Price Index - Total.xlsx,PRI
1969-04-01,cpi_total_index,CPI Index — Total,1.7227228752,Consumer Price Index - Total.xlsx,PRI
1969-05-01,cpi_total_index,CPI Index — Total,1.3147090754,Consumer Price Index - Total.xlsx,PRI
1969-06-01,cpi_total_index,CPI Index — Total,3.4053158837,Consumer Price Index - Total.xlsx,PRI
1969-07-01,cpi_total_index,CPI Index — Total,3.1456937828,Consumer Price Index - Total.xlsx,PRI
1969-08-01,cpi_total_index,CPI Index — Total,2.0885542587,Consumer Price Index - Total.xlsx,PRI
1969-09-01,cpi_total_index,CPI Index — Total,2.3294488518,Consumer Price Index - Total.xlsx,PRI
1969-10-01,cpi_total_index,CPI Index — Total,2.8925619554,Consumer Price Index - Total.xlsx,PRI
1969-11-01,cpi_total_index,CPI Index — Total,3.8939525642,Consumer Price Index - Total.xlsx,PRI
1969-12-01,cpi_total_index,CPI Index — Total,3.8778849403,Consumer Price Index - Total.xlsx,PRI
1970-01-01,cpi_total_index,CPI Index — Total,3.0486123157,Consumer Price Index - Total.xlsx,PRI
1970-02-01,cpi_total_index,CPI Index — Total,3.7101592002,Consumer Price Index - Total.xlsx,PRI
1970-03-01,cpi_total_index,CPI Index — Total,3.2828143283,Consumer Price Index - Total.xlsx,PRI
1970-04-01,cpi_total_index,CPI Index — Total,3.414269177,Consumer Price Index - Total.xlsx,PRI
1970-05-01,cpi_total_index,CPI Index — Total,5.3051487405,Consumer Price Index - Total.xlsx,PRI
1970-06-01,cpi_total_index,CPI Index — Total,4.0915116017,Consumer Price Index - Total.xlsx,PRI
1970-07-01,cpi_total_index,CPI Index — Total,3.6109939471,Consumer Price Index - Total.xlsx,PRI
1970-08-01,cpi_total_index,CPI Index — Total,6.151876755,Consumer Price Index - Total.xlsx,PRI
1970-09-01,cpi_total_index,CPI Index — Total,9.6839379963,Consumer Price Index - Total.xlsx,PRI
1970-10-01,cpi_total_index,CPI Index — Total,10.547567636,Consumer Price Index - Total.xlsx,PRI
1970-11-01,cpi_total_index,CPI Index — Total,9.7541653827,Consumer Price Index - Total.xlsx,PRI
1970-12-01,cpi_total_index,CPI Index — Total,10.104044749,Consumer Price Index - Total.xlsx,PRI
1971-01-01,cpi_total_index,CPI Index — Total,12.413791795,Consumer Price Index - Total.xlsx,PRI
1971-02-01,cpi_total_index,CPI Index — Total,11.874383743,Consumer Price Index - Total.xlsx,PRI
1971-03-01,cpi_total_index,CPI Index — Total,12.24489651,Consumer Price Index - Total.xlsx,PRI
1971-04-01,cpi_total_index,CPI Index — Total,12.246864122,Consumer Price Index - Total.xlsx,PRI
1971-05-01,cpi_total_index,CPI Index — Total,11.428572332,Consumer Price Index - Total.xlsx,PRI
1971-06-01,cpi_total_index,CPI Index — Total,11.83206044,Consumer Price Index - Total.xlsx,PRI
1971-07-01,cpi_total_index,CPI Index — Total,11.685824053,Consumer Price Index - Total.xlsx,PRI
1971-08-01,cpi_total_index,CPI Index — Total,11.725452589,Consumer Price Index - Total.xlsx,PRI
1971-09-01,cpi_total_index,CPI Index — Total,10.907422451,Consumer Price Index - Total.xlsx,PRI
1971-10-01,cpi_total_index,CPI Index — Total,11.051212833,Consumer Price Index - Total.xlsx,PRI
1971-11-01,cpi_total_index,CPI Index — Total,12.848160168,Consumer Price Index - Total.xlsx,PRI
1971-12-01,cpi_total_index,CPI Index — Total,13.380909524,Consumer Price Index - Total.xlsx,PRI
1972-01-01,cpi_total_index,CPI Index — Total,12.971078402,Consumer Price Index - Total.xlsx,PRI
1972-02-01,cpi_total_index,CPI Index — Total,12.456142702,Consumer Price Index - Total.xlsx,PRI
1972-03-01,cpi_total_index,CPI Index — Total,13.246754725,Consumer Price Index - Total.xlsx,PRI
1972-04-01,cpi_total_index,CPI Index — Total,13.659793337,Consumer Price Index - Total.xlsx,PRI
1972-05-01,cpi_total_index,CPI Index — Total,14.273503914,Consumer Price Index - Total.xlsx,PRI
1972-06-01,cpi_total_index,CPI Index — Total,12.457338754,Consumer Price Index - Total.xlsx,PRI
1972-07-01,cpi_total_index,CPI Index — Total,13.807892033,Consumer Price Index - Total.xlsx,PRI
1972-08-01,cpi_total_index,CPI Index — Total,13.73720021,Consumer Price Index - Total.xlsx,PRI
1972-09-01,cpi_total_index,CPI Index — Total,11.735539399,Consumer Price Index - Total.xlsx,PRI
1972-10-01,cpi_total_index,CPI Index — Total,11.974110345,Consumer Price Index - Total.xlsx,PRI
1972-11-01,cpi_total_index,CPI Index — Total,12.1019097,Consumer Price Index - Total.xlsx,PRI
1972-12-01,cpi_total_index,CPI Index — Total,12.352478596,Consumer Price Index - Total.xlsx,PRI
1973-01-01,cpi_total_index,CPI Index — Total,12.912513973,Consumer Price Index - Total.xlsx,PRI
1973-02-01,cpi_total_index,CPI Index — Total,14.621414859,Consumer Price Index - Total.xlsx,PRI
1973-03-01,cpi_total_index,CPI Index — Total,15.096138492,Consumer Price Index - Total.xlsx,PRI
1973-04-01,cpi_total_index,CPI Index — Total,18.176502679,Consumer Price Index - Total.xlsx,PRI
1973-05-01,cpi_total_index,CPI Index — Total,18.58502657,Consumer Price Index - Total.xlsx,PRI
1973-06-01,cpi_total_index,CPI Index — Total,20.674001513,Consumer Price Index - Total.xlsx,PRI
1973-07-01,cpi_total_index,CPI Index — Total,21.89084702,Consumer Price Index - Total.xlsx,PRI
1973-08-01,cpi_total_index,CPI Index — Total,22.0926195,Consumer Price Index - Total.xlsx,PRI
1973-09-01,cpi_total_index,CPI Index — Total,22.374466222,Consumer Price Index - Total.xlsx,PRI
1973-10-01,cpi_total_index,CPI Index — Total,21.71328955,Consumer Price Index - Total.xlsx,PRI
1973-11-01,cpi_total_index,CPI Index — Total,24.89591018,Consumer Price Index - Total.xlsx,PRI
1973-12-01,cpi_total_index,CPI Index — Total,26.438986463,Consumer Price Index - Total.xlsx,PRI
1974-01-01,cpi_total_index,CPI Index — Total,28.45360995,Consumer Price Index - Total.xlsx,PRI
1974-02-01,cpi_total_index,CPI Index — Total,37.508508831,Consumer Price Index - Total.xlsx,PRI
1974-03-01,cpi_total_index,CPI Index — Total,37.807308706,Consumer Price Index - Total.xlsx,PRI
1974-04-01,cpi_total_index,CPI Index — Total,36.276392912,Consumer Price Index - Total.xlsx,PRI
1974-05-01,cpi_total_index,CPI Index — Total,37.981072975,Consumer Price Index - Total.xlsx,PRI
1974-06-01,cpi_total_index,CPI Index — Total,37.98742016,Consumer Price Index - Total.xlsx,PRI
1974-07-01,cpi_total_index,CPI Index — Total,37.538651223,Consumer Price Index - Total.xlsx,PRI
1974-08-01,cpi_total_index,CPI Index — Total,37.369390135,Consumer Price Index - Total.xlsx,PRI
1974-09-01,cpi_total_index,CPI Index — Total,37.787182281,Consumer Price Index - Total.xlsx,PRI
1974-10-01,cpi_total_index,CPI Index — Total,38.7173389,Consumer Price Index - Total.xlsx,PRI
1974-11-01,cpi_total_index,CPI Index — Total,48.350398751,Consumer Price Index - Total.xlsx,PRI
1974-12-01,cpi_total_index,CPI Index — Total,56.17728344,Consumer Price Index - Total.xlsx,PRI
1975-01-01,cpi_total_index,CPI Index — Total,53.772069785,Consumer Price Index - Total.xlsx,PRI
1975-02-01,cpi_total_index,CPI Index — Total,44.405942033,Consumer Price Index - Total.xlsx,PRI
