date,series_id,series_name,value,source_file,sheet
2002-06-30,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-01,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-02,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-03,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-04,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-05,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-06,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-07,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-08,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-09,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-10,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-11,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-12,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-13,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-14,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-15,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-16,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-17,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-18,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-19,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-20,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-21,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-22,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-23,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-24,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-25,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-26,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-27,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-28,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-29,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-30,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-07-31,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-01,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-02,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-03,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-04,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-05,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-06,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-07,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-08,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-09,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-10,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-11,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-12,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-13,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-14,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-15,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-16,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-17,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-18,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-19,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-20,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-21,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-22,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-23,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-24,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-25,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-26,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-27,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-28,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-29,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-30,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-08-31,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-01,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-02,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-03,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-04,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-05,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-06,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-07,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-08,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-09,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-10,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-11,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-12,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-13,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-14,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-15,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-16,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-17,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-18,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-19,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-20,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-21,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-22,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-23,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-24,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-25,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-26,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-27,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-28,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-29,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-09-30,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-01,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-02,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-03,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-04,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-05,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-06,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-07,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-08,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-09,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-10,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-11,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-12,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-13,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-14,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-15,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-16,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-17,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-18,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-19,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-20,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-21,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-22,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-23,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-24,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-25,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-26,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-27,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-28,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-29,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-30,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-10-31,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-01,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-02,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-03,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-04,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-05,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-06,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-07,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-08,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-09,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-10,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-11,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-12,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-13,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-14,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-15,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-16,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-17,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-18,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-19,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-20,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-21,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-22,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-23,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-24,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-25,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-26,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-27,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-28,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-29,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-11-30,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-01,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-02,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-03,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-04,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-05,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-06,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-07,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-08,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-09,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-10,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-11,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-12,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-13,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-14,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-15,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-16,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-17,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-18,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-19,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-20,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-21,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-22,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-23,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-24,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-25,boi_policy_rate_pct,BOI Policy Rate (%),9.1,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-26,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-27,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-28,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-29,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-30,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2002-12-31,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-01,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-02,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-03,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-04,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-05,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-06,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-07,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-08,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-09,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-10,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-11,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-12,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-13,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-14,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-15,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-16,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-17,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-18,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-19,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-20,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-21,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-22,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-23,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-24,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-25,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-26,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-27,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-28,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-29,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-30,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-01-31,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-01,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-02,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-03,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-04,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-05,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-06,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-07,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-08,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-09,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-10,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-11,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-12,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-13,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-14,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-15,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-16,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-17,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-18,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-19,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
2003-02-20,boi_policy_rate_pct,BOI Policy Rate (%),8.9,Bank Of Israel nominal interest rate.xlsx,BR
